series_id,series_name,source_name,country_id,country_name,region,income_group,year,value
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2009,6287.870644
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2010,6443.253613
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2011,6688.402606
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2012,6791.335135
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2013,6995.938186
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2014,7078.881489
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2015,7296.934401
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2016,7285.908321
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",504,Morocco,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2017,7485.012951
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1990,5614.938383
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1991,5706.033665
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1992,6018.766664
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1993,6023.379562
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1994,6095.682127
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1995,6131.297603
